2082	2
2084	11
2086	0
2088	0
2090	1
2092	0
2094	0
2096	0
2098	0
2100	0
2102	0
2104	0
2106	0
2108	0
2110	0
2112	0
2114	0
2116	0
2118	0
2120	0
2122	1
2124	0
2126	1
2128	0
2130	0
2132	0
2134	0
2136	1
2138	0
2140	0
2142	0
2144	0
2146	0
2148	0
2150	0
2152	0
2154	0
2156	0
2158	0
2160	0
2162	0
2164	2
2166	3
2168	1
2170	2
2172	0
2174	0
2176	0
2178	0
2180	0
2182	2
2184	0
2186	1
2188	0
2190	0
2192	1
2194	0
2196	0
2198	0
2200	0
2202	0
2204	0
2206	0
2208	0
2210	0
2212	0
2214	0
2216	0
2218	0
2220	0
2222	0
2224	0
2226	0
2228	0
2230	0
2232	0
2234	0
2236	2
2238	0
2240	0
2242	0
2244	0
2246	0
2248	0
2250	0
2252	0
2254	2
2256	0
2258	0
2260	0
2262	0
2264	0
2266	0
2268	0
2270	0
2272	0
2274	0
2276	0
2278	0
2280	0
2282	0
2284	0
2286	0
2288	0
2290	0
2292	1
2294	0
2296	0
2298	0
2300	0
2302	0
2304	0
2306	0
2308	0
2310	0
2312	0
2314	0
2316	0
2318	0
2320	0
2322	1
2324	1
2326	1
2328	1
2330	1
2332	0
2334	0
2336	1
2338	2
2340	2
2342	0
2344	2
2346	0
2348	0
2350	0
2352	1
2354	1
2356	0
2358	0
2360	0
2362	0
2364	0
2366	0
2368	2
2370	2
2372	1
2374	1
2376	0
2378	1
2380	1
2382	2
2384	2
2386	0
2388	1
2390	0
2392	1
2394	0
2396	0
2398	0
2400	0
2402	0
2404	0
2406	0
2408	0
2410	0
2412	0
2414	0
2416	0
2418	0
2420	0
2422	0
2424	0
2426	0
2428	0
2430	0
2432	0
2434	0
2436	0
2438	0
2440	0
2442	0
2444	0
2446	0
2448	0
2450	0
2452	0
2454	0
2456	0
2458	0
2460	0
2462	0
2464	0
2466	0
2468	0
2470	0
2472	1
2474	3
2476	1
2478	0
2480	1
2482	0
2484	0
2486	0
2488	3
2490	1
2492	0
2494	2
2496	1
2498	0
2500	3
2502	3
2504	0
2506	0
2508	0
2510	0
2512	0
2514	0
2516	0
2518	0
2520	0
2522	0
2524	0
2526	0
2528	0
2530	0
2532	0
2534	0
2536	1
2538	0
2540	0
2542	0
2544	0
2546	0
2548	0
2550	0
2552	0
2554	0
2556	0
2558	0
2560	0
2562	0
2564	0
2566	0
2568	0
2570	0
2572	0
2574	0
2576	0
2578	0
2580	0
2582	0
2584	0
2586	2
2588	0
2590	0
2592	1
2594	1
2596	0
2598	0
2600	1
2602	0
2604	0
2606	0
2608	3
2610	0
2612	1
2614	3
2616	0
2618	1
2620	1
2622	0
2624	4
2626	1
2628	0
2630	0
2632	0
2634	2
2636	0
2638	0
2640	0
2642	0
2644	0
2646	0
2648	0
2650	0
2652	0
2654	0
2656	0
2658	0
2660	0
2662	0
2664	0
2666	1
2668	0
2670	0
2672	0
2674	0
2676	0
2678	0
2680	0
2682	0
2684	0
2686	0
2688	0
2690	0
2692	0
2694	0
2696	0
2698	0
2700	0
2702	0
2704	0
2706	0
2708	0
2710	0
2712	0
2714	0
2716	0
2718	2
2720	0
2722	0
2724	0
2726	0
2728	0
2730	0
2732	0
2734	0
2736	0
2738	0
2740	0
2742	0
2744	1
2746	0
2748	0
2750	0
2752	2
2754	4
2756	1
2758	0
2760	0
2762	0
2764	0
2766	1
2768	0
2770	0
2772	0
2774	0
2776	0
2778	0
2780	0
2782	0
2784	0
2786	0
2788	0
2790	0
2792	0
2794	0
2796	0
2798	0
2800	0
2802	0
2804	0
2806	8
2808	5
2810	4
2812	4
2814	4
2816	3
2818	2
2820	3
2822	4
2824	0
2826	0
2828	0
2830	0
2832	2
2834	1
2836	3
2838	1
2840	0
2842	2
2844	0
2846	0
2848	1
2850	1
2852	0
2854	0
2856	0
2858	0
2860	0
2862	0
